pr_id,pr_number,pr_date,requester_id,cost_center_id,department_id,item_id,description,quantity,estimated_unit_price,estimated_total,priority,currency,required_date,status,budget_id,attachment_url
PR00444,PR202500444,2025-07-03,EMP028,CC012,DEP06,ITM0033,Request ITM0033,1000,947.84,947841.21,IDR,2025-07-25,urgent,approved,BUD00353,https://docs.internal/pr/PR202500444.pdf
PR00445,PR202400445,2024-11-28,EMP011,CC003,DEP03,ITM0036,Request ITM0036,50,1591.74,79587.24,IDR,2024-12-16,low,approved,BUD00589,https://docs.internal/pr/PR202400445.pdf
PR00446,PR202400446,2024-09-01,EMP025,CC001,DEP01,ITM0013,Request ITM0013,50,590.23,29511.25,IDR,2024-09-29,low,approved,BUD01084,https://docs.internal/pr/PR202400446.pdf
PR00447,PR202400447,2024-08-04,EMP006,CC007,DEP01,ITM0014,Request ITM0014,2,17435.21,34870.41,IDR,2024-08-27,low,approved,BUD00797,https://docs.internal/pr/PR202400447.pdf
PR00448,PR202500448,2025-09-09,EMP020,CC005,DEP05,ITM0013,Request ITM0013,1000,653.54,653544.38,IDR,2025-10-03,urgent,approved,BUD00345,https://docs.internal/pr/PR202500448.pdf
PR00449,PR202500449,2025-03-01,EMP022,CC011,DEP05,ITM0018,Request ITM0018,200,139.79,27957.58,IDR,2025-04-09,high,pending,BUD00358,https://docs.internal/pr/PR202500449.pdf
PR00450,PR202400450,2024-04-15,EMP035,CC002,DEP02,ITM0018,Request ITM0018,50,133.46,6672.80,IDR,2024-05-21,low,approved,BUD00625,https://docs.internal/pr/PR202400450.pdf
PR00451,PR202500451,2025-07-07,EMP037,CC002,DEP02,ITM0034,Request ITM0034,5,8341.44,41707.18,IDR,2025-08-05,high,approved,BUD00686,https://docs.internal/pr/PR202500451.pdf
PR00452,PR202500452,2025-03-09,EMP006,CC010,DEP04,ITM0008,Request ITM0008,2500,471.60,1178995.76,IDR,2025-04-10,urgent,approved,BUD01041,https://docs.internal/pr/PR202500452.pdf
PR00453,PR202400453,2024-04-10,EMP026,CC011,DEP05,ITM0004,Request ITM0004,20,10971.82,219436.47,IDR,2024-05-05,urgent,approved,BUD00801,https://docs.internal/pr/PR202400453.pdf
PR00454,PR202400454,2024-01-28,EMP038,CC009,DEP03,ITM0020,Request ITM0020,2,27863.51,55727.02,IDR,2024-03-03,normal,approved,BUD00179,https://docs.internal/pr/PR202400454.pdf
PR00455,PR202500455,2025-10-19,EMP035,CC002,DEP02,ITM0004,Request ITM0004,20,7220.02,144400.36,IDR,2025-11-26,low,approved,BUD00792,https://docs.internal/pr/PR202500455.pdf
PR00456,PR202500456,2025-03-15,EMP011,CC007,DEP01,ITM0014,Request ITM0014,10,14265.96,142659.57,IDR,2025-04-11,urgent,approved,BUD01127,https://docs.internal/pr/PR202500456.pdf
PR00457,PR202400457,2024-06-18,EMP030,CC001,DEP01,ITM0026,Request ITM0026,50,99.19,4959.51,IDR,2024-07-24,normal,approved,BUD00863,https://docs.internal/pr/PR202400457.pdf
PR00458,PR202400458,2024-01-03,EMP026,CC012,DEP06,ITM0010,Request ITM0010,2,25917.69,51835.37,IDR,2024-02-13,urgent,approved,BUD00920,https://docs.internal/pr/PR202400458.pdf
PR00459,PR202400459,2024-12-10,EMP010,CC004,DEP04,ITM0037,Request ITM0037,25,45236.01,1130900.30,IDR,2025-01-07,urgent,draft,BUD00079,https://docs.internal/pr/PR202400459.pdf
PR00460,PR202500460,2025-02-17,EMP024,CC010,DEP04,ITM0030,Request ITM0030,1000,281.95,281948.80,IDR,2025-03-16,normal,approved,BUD00277,https://docs.internal/pr/PR202500460.pdf
PR00461,PR202500461,2025-04-17,EMP001,CC005,DEP05,ITM0026,Request ITM0026,200,148.43,29685.90,IDR,2025-05-16,normal,approved,BUD00101,https://docs.internal/pr/PR202500461.pdf
PR00462,PR202400462,2024-10-05,EMP010,CC011,DEP05,ITM0037,Request ITM0037,10,46726.85,467268.52,IDR,2024-11-07,normal,rejected,BUD00068,https://docs.internal/pr/PR202400462.pdf
PR00463,PR202500463,2025-08-25,EMP022,CC010,DEP04,ITM0028,Request ITM0028,200,754.71,150942.17,IDR,2025-09-22,normal,draft,BUD00114,https://docs.internal/pr/PR202500463.pdf
PR00464,PR202500464,2025-07-09,EMP040,CC005,DEP05,ITM0022,Request ITM0022,2500,49.67,124184.36,IDR,2025-08-08,urgent,approved,BUD00257,https://docs.internal/pr/PR202500464.pdf
PR00465,PR202500465,2025-06-01,EMP007,CC001,DEP01,ITM0011,Request ITM0011,10,14893.60,148935.95,IDR,2025-07-06,urgent,approved,BUD00403,https://docs.internal/pr/PR202500465.pdf
PR00466,PR202500466,2025-06-14,EMP001,CC012,DEP06,ITM0029,Request ITM0029,200,118.52,23704.43,IDR,2025-07-07,high,rejected,BUD00157,https://docs.internal/pr/PR202500466.pdf
PR00467,PR202500467,2025-09-26,EMP016,CC011,DEP05,ITM0031,Request ITM0031,200,343.62,68723.90,IDR,2025-11-05,high,approved,BUD00161,https://docs.internal/pr/PR202500467.pdf
PR00468,PR202400468,2024-01-20,EMP020,CC002,DEP02,ITM0001,Request ITM0001,2,13218.28,26436.56,IDR,2024-02-07,normal,approved,BUD01119,https://docs.internal/pr/PR202400468.pdf
PR00469,PR202400469,2024-12-16,EMP016,CC006,DEP06,ITM0022,Request ITM0022,1000,64.32,64315.33,IDR,2025-01-03,normal,approved,BUD00114,https://docs.internal/pr/PR202400469.pdf
PR00470,PR202500470,2025-07-28,EMP039,CC011,DEP05,ITM0022,Request ITM0022,100,56.54,5653.62,IDR,2025-08-17,urgent,approved,BUD00326,https://docs.internal/pr/PR202500470.pdf
PR00471,PR202500471,2025-05-09,EMP024,CC004,DEP04,ITM0027,Request ITM0027,5000,216.82,1084096.98,IDR,2025-05-21,urgent,draft,BUD00151,https://docs.internal/pr/PR202500471.pdf
PR00472,PR202500472,2025-07-16,EMP034,CC007,DEP01,ITM0009,Request ITM0009,5,30890.53,154452.67,IDR,2025-08-06,urgent,approved,BUD00485,https://docs.internal/pr/PR202500472.pdf
PR00473,PR202400473,2024-06-03,EMP015,CC002,DEP02,ITM0017,Request ITM0017,1000,88.69,88690.50,IDR,2024-06-27,urgent,approved,BUD00086,https://docs.internal/pr/PR202400473.pdf
PR00474,PR202400474,2024-03-09,EMP036,CC001,DEP01,ITM0036,Request ITM0036,2,1613.30,3226.59,IDR,2024-03-23,urgent,approved,BUD00713,https://docs.internal/pr/PR202400474.pdf
PR00475,PR202400475,2024-11-15,EMP005,CC006,DEP06,ITM0010,Request ITM0010,1,22145.89,22145.89,IDR,2024-12-04,low,approved,BUD00767,https://docs.internal/pr/PR202400475.pdf
PR00476,PR202400476,2024-03-10,EMP020,CC012,DEP06,ITM0030,Request ITM0030,5000,198.49,992474.35,IDR,2024-04-06,urgent,approved,BUD00677,https://docs.internal/pr/PR202400476.pdf
PR00477,PR202500477,2025-04-22,EMP011,CC001,DEP01,ITM0006,Request ITM0006,50,7350.86,367543.12,IDR,2025-05-18,urgent,approved,BUD00496,https://docs.internal/pr/PR202500477.pdf
PR00478,PR202400478,2024-07-14,EMP009,CC004,DEP04,ITM0016,Request ITM0016,200,73.54,14707.74,IDR,2024-07-23,low,approved,BUD00515,https://docs.internal/pr/PR202400478.pdf
PR00479,PR202500479,2025-04-22,EMP002,CC001,DEP01,ITM0037,Request ITM0037,10,35810.23,358102.32,IDR,2025-05-15,high,approved,BUD00504,https://docs.internal/pr/PR202500479.pdf
PR00480,PR202500480,2025-01-17,EMP003,CC011,DEP05,ITM0022,Request ITM0022,200,58.78,11755.48,IDR,2025-02-18,high,approved,BUD00110,https://docs.internal/pr/PR202500480.pdf
PR00481,PR202500481,2025-02-19,EMP034,CC004,DEP04,ITM0019,Request ITM0019,5,8440.12,42200.62,IDR,2025-03-24,urgent,draft,BUD01110,https://docs.internal/pr/PR202500481.pdf
PR00482,PR202500482,2025-12-27,EMP038,CC012,DEP06,ITM0039,Request ITM0039,100,18344.49,1834448.97,IDR,2026-01-15,high,approved,BUD00030,https://docs.internal/pr/PR202500482.pdf
PR00483,PR202500483,2025-12-12,EMP020,CC008,DEP02,ITM0029,Request ITM0029,100,115.14,11514.22,IDR,2026-01-25,normal,approved,BUD00699,https://docs.internal/pr/PR202500483.pdf
PR00484,PR202500484,2025-11-03,EMP002,CC011,DEP05,ITM0020,Request ITM0020,20,25793.29,515865.84,IDR,2025-12-06,urgent,approved,BUD00552,https://docs.internal/pr/PR202500484.pdf
PR00485,PR202500485,2025-05-12,EMP007,CC003,DEP03,ITM0034,Request ITM0034,25,15606.22,390155.58,IDR,2025-06-13,high,approved,BUD00012,https://docs.internal/pr/PR202500485.pdf
PR00486,PR202500486,2025-07-21,EMP005,CC008,DEP02,ITM0035,Request ITM0035,250,188828.64,47207159.01,IDR,2025-08-06,urgent,approved,BUD00398,https://docs.internal/pr/PR202500486.pdf
PR00487,PR202500487,2025-04-12,EMP018,CC002,DEP02,ITM0037,Request ITM0037,2,41767.00,83534.00,IDR,2025-05-19,high,approved,BUD01079,https://docs.internal/pr/PR202500487.pdf
PR00488,PR202500488,2025-10-09,EMP034,CC010,DEP04,ITM0010,Request ITM0010,50,27421.36,1371067.86,IDR,2025-11-01,high,draft,BUD01067,https://docs.internal/pr/PR202500488.pdf
PR00489,PR202400489,2024-09-27,EMP030,CC008,DEP02,ITM0002,Request ITM0002,1,34861.66,34861.66,IDR,2024-11-01,urgent,approved,BUD00743,https://docs.internal/pr/PR202400489.pdf
PR00490,PR202500490,2025-03-29,EMP031,CC005,DEP05,ITM0024,Request ITM0024,500,624.43,312215.17,IDR,2025-04-25,low,pending,BUD00909,https://docs.internal/pr/PR202500490.pdf
PR00491,PR202400491,2024-07-11,EMP034,CC002,DEP02,ITM0025,Request ITM0025,100,31.97,3197.07,IDR,2024-08-06,normal,approved,BUD00604,https://docs.internal/pr/PR202400491.pdf
PR00492,PR202500492,2025-11-01,EMP027,CC008,DEP02,ITM0018,Request ITM0018,200,136.22,27243.99,IDR,2025-11-29,low,approved,BUD01116,https://docs.internal/pr/PR202500492.pdf
PR00493,PR202500493,2025-12-28,EMP022,CC012,DEP06,ITM0006,Request ITM0006,1,7321.63,7321.63,IDR,2026-01-30,low,approved,BUD00317,https://docs.internal/pr/PR202500493.pdf
PR00494,PR202500494,2025-03-22,EMP015,CC004,DEP04,ITM0016,Request ITM0016,5000,48.22,241082.72,IDR,2025-05-07,urgent,approved,BUD00028,https://docs.internal/pr/PR202500494.pdf
PR00495,PR202400495,2024-10-29,EMP004,CC004,DEP04,ITM0004,Request ITM0004,1,11379.57,11379.57,IDR,2024-11-30,low,approved,BUD00665,https://docs.internal/pr/PR202400495.pdf
PR00496,PR202500496,2025-01-20,EMP028,CC012,DEP06,ITM0019,Request ITM0019,50,9771.05,488552.65,IDR,2025-02-13,low,rejected,BUD00136,https://docs.internal/pr/PR202500496.pdf
PR00497,PR202500497,2025-04-11,EMP023,CC010,DEP04,ITM0009,Request ITM0009,5,35073.33,175366.65,IDR,2025-05-03,urgent,pending,BUD00329,https://docs.internal/pr/PR202500497.pdf
PR00498,PR202500498,2025-09-03,EMP009,CC010,DEP04,ITM0010,Request ITM0010,5,18572.37,92861.86,IDR,2025-09-22,high,rejected,BUD00624,https://docs.internal/pr/PR202500498.pdf
PR00499,PR202500499,2025-10-29,EMP023,CC011,DEP05,ITM0015,Request ITM0015,200,7.86,1572.23,IDR,2025-12-10,normal,approved,BUD00887,https://docs.internal/pr/PR202500499.pdf
PR00500,PR202400500,2024-08-10,EMP036,CC004,DEP04,ITM0020,Request ITM0020,20,23886.68,477733.53,IDR,2024-09-20,urgent,approved,BUD00590,https://docs.internal/pr/PR202400500.pdf
PR00501,PR202500501,2025-05-05,EMP018,CC003,DEP03,ITM0025,Request ITM0025,1000,46.69,46689.01,IDR,2025-05-21,normal,approved,BUD00263,https://docs.internal/pr/PR202500501.pdf
PR00502,PR202500502,2025-10-07,EMP020,CC003,DEP03,ITM0016,Request ITM0016,1000,63.14,63139.29,IDR,2025-11-09,low,rejected,BUD00226,https://docs.internal/pr/PR202500502.pdf
PR00503,PR202500503,2025-07-31,EMP040,CC011,DEP05,ITM0032,Request ITM0032,20,10167.79,203355.87,IDR,2025-09-07,normal,approved,BUD00375,https://docs.internal/pr/PR202500503.pdf
PR00504,PR202500504,2025-07-18,EMP018,CC007,DEP01,ITM0001,Request ITM0001,4,11481.16,45924.64,IDR,2025-08-28,low,approved,BUD00766,https://docs.internal/pr/PR202500504.pdf
PR00505,PR202400505,2024-09-20,EMP031,CC009,DEP03,ITM0014,Request ITM0014,1,13275.93,13275.93,IDR,2024-10-31,low,approved,BUD00031,https://docs.internal/pr/PR202400505.pdf
PR00506,PR202400506,2024-02-21,EMP009,CC003,DEP03,ITM0013,Request ITM0013,200,685.42,137083.60,IDR,2024-03-13,low,approved,BUD00593,https://docs.internal/pr/PR202400506.pdf
PR00507,PR202400507,2024-04-12,EMP012,CC009,DEP03,ITM0017,Request ITM0017,100,106.18,10618.07,IDR,2024-05-04,normal,approved,BUD00325,https://docs.internal/pr/PR202400507.pdf
PR00508,PR202500508,2025-03-15,EMP040,CC008,DEP02,ITM0031,Request ITM0031,2000,388.27,776548.55,IDR,2025-04-08,urgent,rejected,BUD00189,https://docs.internal/pr/PR202500508.pdf
PR00509,PR202400509,2024-11-23,EMP011,CC006,DEP06,ITM0025,Request ITM0025,1000,33.22,33217.89,IDR,2025-01-02,low,approved,BUD00854,https://docs.internal/pr/PR202400509.pdf
PR00510,PR202400510,2024-07-18,EMP030,CC011,DEP05,ITM0025,Request ITM0025,500,36.86,18431.70,IDR,2024-08-13,normal,approved,BUD01121,https://docs.internal/pr/PR202400510.pdf
PR00511,PR202400511,2024-04-22,EMP001,CC002,DEP02,ITM0002,Request ITM0002,25,32571.58,814289.54,IDR,2024-05-24,urgent,approved,BUD00988,https://docs.internal/pr/PR202400511.pdf
PR00512,PR202500512,2025-08-27,EMP037,CC008,DEP02,ITM0006,Request ITM0006,100,5065.10,506510.27,IDR,2025-09-26,urgent,approved,BUD00053,https://docs.internal/pr/PR202500512.pdf
PR00513,PR202500513,2025-06-26,EMP005,CC007,DEP01,ITM0019,Request ITM0019,20,8961.49,179229.86,IDR,2025-07-11,low,approved,BUD00152,https://docs.internal/pr/PR202500513.pdf
PR00514,PR202400514,2024-08-14,EMP005,CC007,DEP01,ITM0022,Request ITM0022,200,43.96,8791.83,IDR,2024-09-12,low,approved,BUD00995,https://docs.internal/pr/PR202400514.pdf
PR00515,PR202400515,2024-04-29,EMP031,CC009,DEP03,ITM0030,Request ITM0030,50,276.51,13825.68,IDR,2024-06-01,high,approved,BUD00878,https://docs.internal/pr/PR202400515.pdf
PR00516,PR202500516,2025-02-13,EMP020,CC002,DEP02,ITM0036,Request ITM0036,100,1736.97,173696.68,IDR,2025-03-28,high,approved,BUD00580,https://docs.internal/pr/PR202500516.pdf
PR00517,PR202400517,2024-03-16,EMP026,CC004,DEP04,ITM0007,Request ITM0007,10,1961.77,19617.74,IDR,2024-04-28,high,approved,BUD00299,https://docs.internal/pr/PR202400517.pdf
PR00518,PR202400518,2024-04-04,EMP007,CC008,DEP02,ITM0001,Request ITM0001,10,17096.32,170963.19,IDR,2024-04-24,low,approved,BUD00967,https://docs.internal/pr/PR202400518.pdf
PR00519,PR202400519,2024-04-01,EMP029,CC003,DEP03,ITM0016,Request ITM0016,200,61.29,12257.57,IDR,2024-05-09,normal,approved,BUD00016,https://docs.internal/pr/PR202400519.pdf
PR00520,PR202500520,2025-04-06,EMP036,CC010,DEP04,ITM0030,Request ITM0030,100,204.56,20456.01,IDR,2025-05-12,normal,approved,BUD00706,https://docs.internal/pr/PR202500520.pdf
PR00521,PR202500521,2025-08-22,EMP039,CC007,DEP01,ITM0002,Request ITM0002,50,44195.30,2209765.05,IDR,2025-09-13,high,approved,BUD00736,https://docs.internal/pr/PR202500521.pdf
PR00522,PR202400522,2024-08-01,EMP018,CC005,DEP05,ITM0033,Request ITM0033,500,872.80,436397.98,IDR,2024-09-02,normal,approved,BUD00662,https://docs.internal/pr/PR202400522.pdf
PR00523,PR202400523,2024-07-03,EMP023,CC003,DEP03,ITM0024,Request ITM0024,200,495.72,99144.83,IDR,2024-07-22,high,pending,BUD01102,https://docs.internal/pr/PR202400523.pdf
PR00524,PR202400524,2024-06-13,EMP040,CC010,DEP04,ITM0015,Request ITM0015,2500,6.83,17080.46,IDR,2024-07-01,low,approved,BUD00995,https://docs.internal/pr/PR202400524.pdf
PR00525,PR202400525,2024-05-01,EMP012,CC003,DEP03,ITM0038,Request ITM0038,40,3163.72,126548.82,IDR,2024-05-12,low,approved,BUD00218,https://docs.internal/pr/PR202400525.pdf
PR00526,PR202400526,2024-01-14,EMP030,CC009,DEP03,ITM0023,Request ITM0023,250,42.66,10665.03,IDR,2024-02-14,high,approved,BUD00772,https://docs.internal/pr/PR202400526.pdf
PR00527,PR202400527,2024-03-19,EMP004,CC007,DEP01,ITM0037,Request ITM0037,50,49007.73,2450386.26,IDR,2024-05-08,low,approved,BUD00320,https://docs.internal/pr/PR202400527.pdf
PR00528,PR202400528,2024-04-08,EMP022,CC004,DEP04,ITM0010,Request ITM0010,100,9699.92,969992.00,IDR,2024-05-17,normal,approved,BUD00499,https://docs.internal/pr/PR202400528.pdf
PR00529,PR202400529,2024-09-26,EMP012,CC007,DEP01,ITM0002,Request ITM0002,100,36031.83,3603182.73,IDR,2024-11-07,normal,approved,BUD00756,https://docs.internal/pr/PR202400529.pdf
PR00530,PR202400530,2024-02-09,EMP025,CC009,DEP03,ITM0009,Request ITM0009,5,28478.93,142394.63,IDR,2024-03-01,normal,pending,BUD00112,https://docs.internal/pr/PR202400530.pdf
PR00531,PR202500531,2025-03-04,EMP040,CC008,DEP02,ITM0029,Request ITM0029,200,94.57,18914.45,IDR,2025-03-18,high,approved,BUD00552,https://docs.internal/pr/PR202500531.pdf
PR00532,PR202400532,2024-08-13,EMP013,CC008,DEP02,ITM0034,Request ITM0034,20,21146.40,422927.94,IDR,2024-09-01,low,approved,BUD00553,https://docs.internal/pr/PR202400532.pdf
PR00533,PR202400533,2024-08-17,EMP006,CC012,DEP06,ITM0029,Request ITM0029,5000,56.99,284955.00,IDR,2024-09-09,high,approved,BUD00519,https://docs.internal/pr/PR202400533.pdf
PR00534,PR202500534,2025-06-25,EMP017,CC011,DEP05,ITM0014,Request ITM0014,20,17083.60,341672.06,IDR,2025-07-21,low,approved,BUD00557,https://docs.internal/pr/PR202500534.pdf
PR00535,PR202400535,2024-05-05,EMP007,CC007,DEP01,ITM0029,Request ITM0029,50,107.70,5384.82,IDR,2024-06-12,normal,pending,BUD00991,https://docs.internal/pr/PR202400535.pdf
PR00536,PR202500536,2025-12-25,EMP006,CC010,DEP04,ITM0006,Request ITM0006,25,5336.55,133413.63,IDR,2026-01-17,urgent,approved,BUD00730,https://docs.internal/pr/PR202500536.pdf
PR00537,PR202400537,2024-10-26,EMP003,CC002,DEP02,ITM0026,Request ITM0026,1000,99.39,99388.47,IDR,2024-12-07,high,approved,BUD00872,https://docs.internal/pr/PR202400537.pdf
PR00538,PR202400538,2024-04-29,EMP001,CC009,DEP03,ITM0024,Request ITM0024,5000,440.77,2203863.51,IDR,2024-05-28,normal,pending,BUD00017,https://docs.internal/pr/PR202400538.pdf
PR00539,PR202500539,2025-10-29,EMP008,CC002,DEP02,ITM0015,Request ITM0015,2500,8.65,21634.80,IDR,2025-12-06,high,rejected,BUD00288,https://docs.internal/pr/PR202500539.pdf
PR00540,PR202400540,2024-12-19,EMP029,CC002,DEP02,ITM0031,Request ITM0031,1000,367.71,367713.03,IDR,2024-12-28,normal,approved,BUD00571,https://docs.internal/pr/PR202400540.pdf
PR00541,PR202500541,2025-02-07,EMP019,CC005,DEP05,ITM0027,Request ITM0027,1000,135.37,135374.22,IDR,2025-03-12,high,approved,BUD00312,https://docs.internal/pr/PR202500541.pdf
PR00542,PR202400542,2024-04-23,EMP002,CC006,DEP06,ITM0038,Request ITM0038,10,3278.55,32785.52,IDR,2024-05-30,normal,approved,BUD00863,https://docs.internal/pr/PR202400542.pdf
PR00543,PR202400543,2024-08-18,EMP007,CC005,DEP05,ITM0019,Request ITM0019,5,9893.05,49465.24,IDR,2024-09-15,low,approved,BUD00517,https://docs.internal/pr/PR202400543.pdf
PR00544,PR202400544,2024-11-19,EMP006,CC005,DEP05,ITM0003,Request ITM0003,5,2413.34,12066.68,IDR,2024-12-10,low,approved,BUD00655,https://docs.internal/pr/PR202400544.pdf
PR00545,PR202500545,2025-09-13,EMP035,CC001,DEP01,ITM0039,Request ITM0039,10,16052.56,160525.60,IDR,2025-10-20,normal,approved,BUD00688,https://docs.internal/pr/PR202500545.pdf
PR00546,PR202400546,2024-04-05,EMP023,CC012,DEP06,ITM0037,Request ITM0037,500,36967.19,18483595.53,IDR,2024-04-15,low,approved,BUD00715,https://docs.internal/pr/PR202400546.pdf
PR00547,PR202500547,2025-05-19,EMP035,CC009,DEP03,ITM0009,Request ITM0009,2,26093.95,52187.90,IDR,2025-06-30,high,pending,BUD00051,https://docs.internal/pr/PR202500547.pdf
PR00548,PR202400548,2024-03-22,EMP012,CC007,DEP01,ITM0026,Request ITM0026,500,133.16,66579.48,IDR,2024-04-18,low,approved,BUD00399,https://docs.internal/pr/PR202400548.pdf
PR00549,PR202400549,2024-02-19,EMP029,CC002,DEP02,ITM0013,Request ITM0013,100,807.34,80733.67,IDR,2024-03-25,urgent,pending,BUD00676,https://docs.internal/pr/PR202400549.pdf
PR00550,PR202500550,2025-04-25,EMP006,CC009,DEP03,ITM0013,Request ITM0013,1000,684.74,684742.98,IDR,2025-05-16,low,approved,BUD00632,https://docs.internal/pr/PR202500550.pdf
PR00551,PR202500551,2025-06-19,EMP010,CC003,DEP03,ITM0003,Request ITM0003,500,2149.98,1074990.08,IDR,2025-07-14,urgent,approved,BUD00432,https://docs.internal/pr/PR202500551.pdf
PR00552,PR202400552,2024-02-06,EMP015,CC005,DEP05,ITM0035,Request ITM0035,20,174023.25,3480465.03,IDR,2024-02-27,high,approved,BUD00780,https://docs.internal/pr/PR202400552.pdf
PR00553,PR202500553,2025-10-29,EMP020,CC004,DEP04,ITM0031,Request ITM0031,500,615.37,307683.00,IDR,2025-12-07,urgent,rejected,BUD00691,https://docs.internal/pr/PR202500553.pdf
PR00554,PR202500554,2025-07-28,EMP039,CC003,DEP03,ITM0002,Request ITM0002,40,38032.78,1521311.27,IDR,2025-08-18,urgent,approved,BUD00339,https://docs.internal/pr/PR202500554.pdf
PR00555,PR202500555,2025-01-07,EMP007,CC005,DEP05,ITM0009,Request ITM0009,1,60246.50,60246.50,IDR,2025-02-08,low,approved,BUD00286,https://docs.internal/pr/PR202500555.pdf
PR00556,PR202500556,2025-02-01,EMP017,CC011,DEP05,ITM0034,Request ITM0034,4,22586.55,90346.18,IDR,2025-02-12,low,approved,BUD00476,https://docs.internal/pr/PR202500556.pdf
PR00557,PR202400557,2024-09-05,EMP011,CC001,DEP01,ITM0012,Request ITM0012,5,16998.55,84992.76,IDR,2024-09-26,urgent,approved,BUD00480,https://docs.internal/pr/PR202400557.pdf
PR00558,PR202400558,2024-11-26,EMP020,CC006,DEP06,ITM0006,Request ITM0006,1,5258.01,5258.01,IDR,2025-01-06,normal,approved,BUD01133,https://docs.internal/pr/PR202400558.pdf
PR00559,PR202400559,2024-03-14,EMP002,CC007,DEP01,ITM0011,Request ITM0011,20,14153.68,283073.64,IDR,2024-04-19,low,approved,BUD00958,https://docs.internal/pr/PR202400559.pdf
PR00560,PR202400560,2024-05-06,EMP013,CC001,DEP01,ITM0029,Request ITM0029,1000,72.55,72549.21,IDR,2024-06-04,low,approved,BUD00022,https://docs.internal/pr/PR202400560.pdf
PR00561,PR202400561,2024-10-27,EMP005,CC004,DEP04,ITM0035,Request ITM0035,5,152287.47,761437.36,IDR,2024-11-26,normal,rejected,BUD00915,https://docs.internal/pr/PR202400561.pdf
PR00562,PR202400562,2024-07-17,EMP010,CC001,DEP01,ITM0021,Request ITM0021,2,12634.51,25269.02,IDR,2024-08-16,normal,approved,BUD00741,https://docs.internal/pr/PR202400562.pdf
PR00563,PR202500563,2025-05-06,EMP012,CC004,DEP04,ITM0016,Request ITM0016,2000,69.93,139869.85,IDR,2025-06-02,high,approved,BUD00166,https://docs.internal/pr/PR202500563.pdf
PR00564,PR202500564,2025-03-21,EMP015,CC001,DEP01,ITM0023,Request ITM0023,2500,27.26,68143.66,IDR,2025-04-30,normal,approved,BUD00940,https://docs.internal/pr/PR202500564.pdf
